HK17;1;128-bits KEM - HK17-O-128 - 16-bits version;32;(59891, 9699, 13092, 15559, 19423, 31875, 46190, 47646);(56952, 11452, 41047, 36828, 20305, 29354, 61290, 19308);37;132;32;181;[(54357, 31), (65331, 30), (19280, 29), (35294, 28), (51818, 27), (33633, 26), (18045, 25), (52225, 24), (51594, 23), (22997, 22), (16203, 21), (21989, 20), (63968, 19), (28512, 18), (5481, 17), (26698, 16), (30964, 15), (49582, 14), (49726, 13), (59155, 12), (42436, 11), (12489, 10), (53619, 9), (64353, 8), (57759, 7), (29263, 6), (3048, 5), (29209, 4), (58621, 3), (28399, 2), (8794, 1), (32458, 0)];[(12540, 31), (31354, 30), (20632, 29), (42018, 28), (60336, 27), (12285, 26), (36224, 25), (63642, 24), (56782, 23), (47365, 22), (42633, 21), (17005, 20), (2756, 19), (16835, 18), (2901, 17), (24224, 16), (23304, 15), (2113, 14), (10919, 13), (3853, 12), (17574, 11), (37945, 10), (13860, 9), (42556, 8), (29169, 7), (28600, 6), (42320, 5), (40069, 4), (17328, 3), (15573, 2), (3760, 1), (25852, 0)];(23076, 38475, 38027, 8562, 15388, 11034, 56060, 15275);(40261, 31009, 26741, 28510, 60545, 9265, 6922, 57130);(23862, 40337, 11377, 40873, 39543, 57868, 47942, 26656);(23862, 40337, 11377, 40873, 39543, 57868, 47942, 26656)
HK17;2;128-bits KEM - HK17-O-128 - 16-bits version;32;(30924, 38589, 48380, 60450, 54349, 31386, 10490, 41427);(46350, 6655, 45596, 53103, 57640, 12750, 27190, 25749);135;12;52;101;[(42033, 31), (50190, 30), (38081, 29), (22742, 28), (33041, 27), (53140, 26), (62425, 25), (46806, 24), (61777, 23), (8864, 22), (59905, 21), (34967, 20), (36788, 19), (12250, 18), (42745, 17), (27512, 16), (55897, 15), (9952, 14), (47786, 13), (59424, 12), (3170, 11), (25077, 10), (28923, 9), (9637, 8), (39078, 7), (46495, 6), (47804, 5), (42743, 4), (17884, 3), (29906, 2), (27733, 1), (12916, 0)];[(22444, 31), (39511, 30), (49164, 29), (9335, 28), (57542, 27), (15724, 26), (26752, 25), (31491, 24), (48645, 23), (26113, 22), (43046, 21), (21055, 20), (50322, 19), (46087, 18), (52200, 17), (3895, 16), (14987, 15), (235, 14), (55893, 13), (4603, 12), (12225, 11), (56625, 10), (7224, 9), (37429, 8), (39537, 7), (59805, 6), (4421, 5), (33394, 4), (34384, 3), (54633, 2), (34935, 1), (41293, 0)];(17648, 22322, 60987, 52097, 34366, 25223, 19895, 62393);(41949, 34225, 49493, 41833, 43281, 24119, 49285, 15954);(47885, 18272, 37963, 6070, 18320, 35905, 54804, 61172);(47885, 18272, 37963, 6070, 18320, 35905, 54804, 61172)
HK17;3;128-bits KEM - HK17-O-128 - 16-bits version;32;(52055, 50279, 26252, 35484, 65043, 37534, 14247, 61155);(55684, 18067, 50385, 805, 19339, 18847, 38655, 21415);29;237;255;21;[(30163, 31), (48384, 30), (12477, 29), (44, 28), (31635, 27), (58244, 26), (3181, 25), (34049, 24), (17503, 23), (33511, 22), (31830, 21), (10895, 20), (55816, 19), (14957, 18), (18807, 17), (23852, 16), (39319, 15), (9155, 14), (6882, 13), (27496, 12), (16454, 11), (29500, 10), (46646, 9), (17291, 8), (48758, 7), (61781, 6), (53705, 5), (3247, 4), (12866, 3), (9058, 2), (39744, 1), (62782, 0)];[(4156, 31), (37790, 30), (6478, 29), (32822, 28), (41115, 27), (61747, 26), (47154, 25), (61343, 24), (13285, 23), (42566, 22), (64921, 21), (15577, 20), (17661, 19), (4840, 18), (36715, 17), (18866, 16), (33909, 15), (51222, 14), (28248, 13), (18422, 12), (30593, 11), (11979, 10), (13101, 9), (20491, 8), (30438, 7), (12340, 6), (31876, 5), (9090, 4), (46637, 3), (4235, 2), (2557, 1), (52985, 0)];(55502, 11809, 47653, 15478, 31691, 21703, 32898, 3308);(16910, 65300, 47773, 59465, 44031, 26607, 60206, 65020);(938, 19670, 3538, 23626, 25308, 56953, 28200, 27747);(938, 19670, 3538, 23626, 25308, 56953, 28200, 27747)
HK17;4;128-bits KEM - HK17-O-128 - 16-bits version;32;(61266, 62428, 8802, 62820, 3451, 750, 13148, 6641);(27427, 10422, 13454, 31566, 20421, 19507, 14017, 42881);193;31;255;24;[(27426, 31), (20980, 30), (51511, 29), (19826, 28), (64207, 27), (48935, 26), (20930, 25), (50324, 24), (54487, 23), (13859, 22), (19017, 21), (11712, 20), (1130, 19), (55703, 18), (43039, 17), (62675, 16), (13062, 15), (13489, 14), (50814, 13), (49341, 12), (53115, 11), (60630, 10), (37615, 9), (850, 8), (11533, 7), (50324, 6), (25436, 5), (16158, 4), (23840, 3), (60494, 2), (7348, 1), (43589, 0)];[(54916, 31), (20301, 30), (37895, 29), (56104, 28), (20540, 27), (58299, 26), (31314, 25), (11698, 24), (54364, 23), (55386, 22), (1999, 21), (6399, 20), (14547, 19), (50584, 18), (54926, 17), (33039, 16), (62673, 15), (61406, 14), (31971, 13), (20206, 12), (33984, 11), (56643, 10), (40910, 9), (27002, 8), (16365, 7), (23463, 6), (6130, 5), (2543, 4), (63782, 3), (29811, 2), (43204, 1), (16942, 0)];(9534, 26556, 35593, 38433, 61357, 21525, 15707, 6620);(61138, 4437, 28872, 60187, 16667, 38141, 16434, 23578);(6359, 3333, 5826, 52303, 49817, 63362, 55650, 41905);(6359, 3333, 5826, 52303, 49817, 63362, 55650, 41905)
HK17;5;128-bits KEM - HK17-O-128 - 16-bits version;32;(55370, 49371, 49210, 33720, 28617, 51204, 13612, 59615);(11193, 40682, 33521, 47662, 44758, 41170, 59239, 13708);239;51;81;186;[(39435, 31), (25496, 30), (36977, 29), (36918, 28), (12057, 27), (48869, 26), (64622, 25), (63400, 24), (954, 23), (55810, 22), (36027, 21), (57187, 20), (52127, 19), (47195, 18), (51013, 17), (9903, 16), (53325, 15), (46490, 14), (57067, 13), (36546, 12), (38512, 11), (40286, 10), (53885, 9), (57263, 8), (30768, 7), (11896, 6), (31648, 5), (6102, 4), (60580, 3), (43486, 2), (27135, 1), (57872, 0)];[(32577, 31), (4885, 30), (21928, 29), (12359, 28), (35919, 27), (53787, 26), (24575, 25), (58118, 24), (3734, 23), (25780, 22), (30300, 21), (56742, 20), (43268, 19), (11964, 18), (61727, 17), (34216, 16), (6967, 15), (16207, 14), (36121, 13), (10686, 12), (13642, 11), (15760, 10), (35609, 9), (48881, 8), (57832, 7), (19286, 6), (35326, 5), (15475, 4), (2010, 3), (19202, 2), (19825, 1), (37078, 0)];(20880, 53024, 11752, 42945, 17342, 34324, 37898, 32461);(58105, 47899, 27960, 58457, 40964, 3080, 62458, 29647);(37073, 452, 61926, 38731, 37460, 50721, 14294, 29388);(37073, 452, 61926, 38731, 37460, 50721, 14294, 29388)
HK17;6;128-bits KEM - HK17-O-128 - 16-bits version;32;(3547, 17988, 50693, 16221, 27866, 18358, 39517, 44678);(31731, 24810, 11889, 40579, 11176, 50310, 46902, 7483);109;19;215;165;[(13568, 31), (21043, 30), (5933, 29), (27617, 28), (51291, 27), (20619, 26), (40747, 25), (55692, 24), (64571, 23), (34992, 22), (12971, 21), (51546, 20), (8159, 19), (15753, 18), (89, 17), (58629, 16), (23926, 15), (34626, 14), (49759, 13), (13606, 12), (62723, 11), (12688, 10), (57824, 9), (45805, 8), (26267, 7), (4583, 6), (60461, 5), (59892, 4), (14486, 3), (61369, 2), (8624, 1), (8832, 0)];[(34087, 31), (52298, 30), (61097, 29), (41960, 28), (4959, 27), (26713, 26), (54177, 25), (13501, 24), (12045, 23), (41705, 22), (37293, 21), (21433, 20), (46401, 19), (55835, 18), (37049, 17), (35568, 16), (59569, 15), (3023, 14), (55893, 13), (40831, 12), (60466, 11), (54279, 10), (40005, 9), (31378, 8), (43193, 7), (26983, 6), (25780, 5), (38018, 4), (47997, 3), (42064, 2), (6903, 1), (28260, 0)];(22847, 7163, 21924, 26846, 58180, 47565, 41575, 23441);(29495, 13928, 47516, 2123, 58884, 39699, 27260, 6544);(65131, 37130, 63034, 3109, 2895, 14537, 32129, 49694);(65131, 37130, 63034, 3109, 2895, 14537, 32129, 49694)
HK17;7;128-bits KEM - HK17-O-128 - 16-bits version;32;(29838, 2807, 4720, 16363, 36867, 8431, 18187, 4573);(51317, 9094, 60426, 59784, 21111, 46922, 63681, 4509);27;78;114;108;[(31038, 31), (57161, 30), (60314, 29), (38953, 28), (22381, 27), (46906, 26), (39265, 25), (12018, 24), (52517, 23), (41375, 22), (61455, 21), (41337, 20), (19606, 19), (10661, 18), (23336, 17), (24029, 16), (52944, 15), (16705, 14), (29231, 13), (34742, 12), (59690, 11), (25471, 10), (10108, 9), (43710, 8), (64214, 7), (50321, 6), (56107, 5), (51396, 4), (53305, 3), (43400, 2), (41647, 1), (57696, 0)];[(35927, 31), (16368, 30), (18016, 29), (14393, 28), (44513, 27), (36220, 26), (51004, 25), (792, 24), (17329, 23), (14879, 22), (11689, 21), (33403, 20), (20169, 19), (63350, 18), (12679, 17), (16163, 16), (38582, 15), (41265, 14), (2535, 13), (2489, 12), (55990, 11), (3591, 10), (7755, 9), (56454, 8), (27261, 7), (48264, 6), (16151, 5), (48189, 4), (61774, 3), (63166, 2), (58899, 1), (40848, 0)];(30283, 42589, 1857, 13689, 48938, 37535, 34662, 63724);(26575, 36646, 62658, 30938, 10482, 58286, 13957, 37991);(27804, 40864, 47670, 22789, 53512, 31879, 62065, 24943);(27804, 40864, 47670, 22789, 53512, 31879, 62065, 24943)
HK17;8;128-bits KEM - HK17-O-128 - 16-bits version;32;(12937, 59755, 49975, 13288, 46366, 45985, 48924, 16170);(24043, 46747, 62070, 35479, 23735, 19848, 5745, 36355);208;65;192;219;[(18363, 31), (42120, 30), (60508, 29), (35876, 28), (48888, 27), (20928, 26), (41498, 25), (54651, 24), (8662, 23), (32043, 22), (29316, 21), (17934, 20), (60806, 19), (40460, 18), (18712, 17), (38502, 16), (50436, 15), (49937, 14), (65023, 13), (6007, 12), (29966, 11), (30261, 10), (15618, 9), (3527, 8), (40634, 7), (22918, 6), (6810, 5), (51135, 4), (11570, 3), (52025, 2), (41476, 1), (46845, 0)];[(40799, 31), (52048, 30), (47302, 29), (24193, 28), (39038, 27), (21367, 26), (22499, 25), (30985, 24), (27750, 23), (15361, 22), (45059, 21), (62428, 20), (12741, 19), (15440, 18), (5100, 17), (10118, 16), (11220, 15), (11245, 14), (22793, 13), (10323, 12), (37698, 11), (28149, 10), (44016, 9), (49472, 8), (51751, 7), (45253, 6), (60503, 5), (17082, 4), (15311, 3), (59526, 2), (29201, 1), (1925, 0)];(28453, 16094, 20004, 38131, 45358, 13682, 20289, 11112);(13519, 56371, 26724, 1505, 48786, 40691, 48986, 35903);(3695, 9179, 11166, 24703, 6445, 30502, 41219, 34807);(3695, 9179, 11166, 24703, 6445, 30502, 41219, 34807)
HK17;9;128-bits KEM - HK17-O-128 - 16-bits version;32;(33319, 62242, 28931, 17213, 36626, 55635, 61659, 12488);(19246, 30310, 31841, 10462, 37913, 36560, 26757, 14250);101;61;15;141;[(55502, 31), (5715, 30), (10690, 29), (38844, 28), (28382, 27), (63048, 26), (37523, 25), (55127, 24), (60952, 23), (57286, 22), (19726, 21), (2814, 20), (43569, 19), (24929, 18), (31955, 17), (34506, 16), (60044, 15), (5153, 14), (31849, 13), (19335, 12), (65224, 11), (19172, 10), (41830, 9), (14930, 8), (30508, 7), (40746, 6), (50279, 5), (20988, 4), (27284, 3), (32711, 2), (45277, 1), (16801, 0)];[(65446, 31), (37572, 30), (55497, 29), (21275, 28), (33178, 27), (11824, 26), (20220, 25), (37767, 24), (54475, 23), (39235, 22), (25310, 21), (11137, 20), (16242, 19), (2323, 18), (32457, 17), (50729, 16), (55259, 15), (38531, 14), (33143, 13), (31050, 12), (61375, 11), (43866, 10), (27336, 9), (45374, 8), (42701, 7), (1020, 6), (15162, 5), (7823, 4), (59448, 3), (19014, 2), (13116, 1), (22503, 0)];(33901, 11442, 61399, 52147, 25842, 21860, 26909, 6010);(55976, 52626, 37888, 27272, 44342, 56601, 1463, 56272);(8218, 40459, 57317, 57313, 31380, 54217, 52822, 14621);(8218, 40459, 57317, 57313, 31380, 54217, 52822, 14621)
HK17;10;128-bits KEM - HK17-O-128 - 16-bits version;32;(19401, 24167, 23299, 31324, 27181, 25958, 59465, 35023);(51874, 51689, 43714, 40418, 37679, 57393, 39241, 30707);213;189;215;161;[(4638, 31), (56568, 30), (62405, 29), (61162, 28), (1362, 27), (55573, 26), (26936, 25), (25272, 24), (56908, 23), (21887, 22), (60647, 21), (48434, 20), (8714, 19), (7437, 18), (39273, 17), (49705, 16), (11936, 15), (13578, 14), (23069, 13), (47684, 12), (24089, 11), (45156, 10), (43796, 9), (63663, 8), (1296, 7), (29957, 6), (56881, 5), (45579, 4), (60652, 3), (51531, 2), (44645, 1), (23518, 0)];[(43451, 31), (47714, 30), (24520, 29), (23434, 28), (60059, 27), (15594, 26), (192, 25), (25420, 24), (22168, 23), (32354, 22), (1351, 21), (2695, 20), (4544, 19), (55515, 18), (17509, 17), (4275, 16), (61915, 15), (21177, 14), (38939, 13), (37892, 12), (14649, 11), (61822, 10), (65048, 9), (13984, 8), (10424, 7), (38909, 6), (20176, 5), (17504, 4), (31251, 3), (5710, 2), (43744, 1), (17799, 0)];(54482, 11187, 60781, 41206, 53313, 11684, 43116, 5381);(51868, 16751, 38623, 35155, 35222, 32714, 18211, 38871);(37479, 48592, 17266, 43241, 22803, 17600, 58730, 20208);(37479, 48592, 17266, 43241, 22803, 17600, 58730, 20208)
